id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat,,,,,
ark://27927/phxwn2c9w1,Notes,Religious Crisis and Civic Transformation,2016,,chapter,,portico,,01/01/2016,,,,Kimba Allie Tichenor,Brandeis University Press,eng,235,274,,würzburger synode; dbk würzburger; kirche; mulieris dignitatem; aek archiv; dbk würzburger synode; marianne dirks; catholic; frauen; raming frauenbewegung,18623,40,unigram; bigram; trigram,,,,,
ark://27927/pbd9ctjxfd,Bibliography,Split Screen Korea,2014,,chapter,,portico,,01/01/2014,,,,Steven Chung,University of Minnesota Press,eng,241,252,,korean; korean film; cinema; korean cinema; seoul sodo; north korean; tonga ilbo; seoul korean; munhwa; phd diss,4497,12,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/20442745,Back Matter,Grey Room,2006,,article,misc,jstor,,01/10/2006,25,,http://www.jstor.org/stable/20442745,,The MIT Press,eng,,,,architecture; annette fierro; requested circulation; irvine; complete mailing; aural architecture; american academy; tom mcdonough; clip stamp; magazines,1685,8,unigrams; bigrams; trigrams,,,,,
ark://27927/pbd6fkn6bw,1 The Decay of an Enterprise,"Search for Neofascism, TheThe Search for Neofascism",2009,10.1017/CBO9780511617225.002,chapter,,portico,,01/01/2009,,,https://doi.org/10.1017/CBO9780511617225.002,A. James Gregor,Cambridge University Press,eng,1,29,,fascism; national socialism; italian fascism; gregor; generic fascism; felice; cuny320b gregor; einaudi editore; giulio einaudi; mussolini,14470,29,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/48618735,The First Italian Microhistory,Italica,2019,,article,research-article,jstor,,01/10/2019,3,96,http://www.jstor.org/stable/48618735,Julia Claire Pucci,American Association of Teachers of Italian,eng,461,480,,microhistory; italian microhistory; sistema periodico; microhistorical; primo levi; claire pucci; neorealism; ginzburg; alterity; narrative,8008,20,unigrams; bigrams; trigrams,,,,,
ark://27927/phx3q2471pv,"Review of Patrizia Guarnieri, Italian Psychology and Jewish Migration under Fascism from Florence to Jerusalem and New York (Basingstoke and New York: Palgrave Macmillan, 2016), pp. xv, 275, $100.00, hardcover, ISBN 978-1-137-30655-5.",Medical History,2017,10.1017/mdh.2017.12,article,,portico,,06/03/2017,2,61,http://doi.org/10.1017/mdh.2017.12,Dorothy Porter,Cambridge University Press,eng,322,324,,fascism; guarnieri; patrizia guarnieri; bonaventura; enzo bonaventura; agostino gemelli; sasha handley; florence; italian; racial law,1751,3,unigram; bigram; trigram,,,,,
ark://27927/phzpk6x4g9p,"‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800",Open Research Europe,2021,10.12688/openreseurope.13259.1,article,research-article,portico,,01/01/2021,null,1,http://doi.org/10.12688/openreseurope.13259.1,Radosław Budzyński; Dzmitry Marozau; Vika Veličkaitė; Dzianis Filipchyk; Ruth Sargent Noyes; Melchior Jakubowski,F1000 Research,eng,,,,relics; catacomb; catacomb relics; polish livonia; sargent noyes; grand duchy; ruth sargent; vilnius; ruth sargent noyes; lithuania,25074,43,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/26294052,"Challenging Parties and Anti–Fascism in the Name of Democracy: The ""Fronte dell'Uomo Qualunque"" and its Impact on Italy's Republic",Contemporary European History,2017,,article,research-article,jstor,,01/02/2017,1,26,http://www.jstor.org/stable/26294052,PEPIJN CORDUWENER,Cambridge University Press,eng,69,84,,delluomo qualunque; fascism; fronte delluomo; political; parties; fronte delluomo qualunque; giannini; democracy; italian; qualunque fronte,8239,16,unigrams; bigrams; trigrams,,,,,
http://www.jstor.org/stable/20442747,Front Matter,Grey Room,2007,,article,misc,jstor,,01/12/2007,26,,http://www.jstor.org/stable/20442747,,The MIT Press,eng,,,,diedrich diederichsen; tom mcdonough; charity scribner; tom gunning; filmic topologies; greyroom; canadians add; faction diedrich; situationist international; mail journals,1026,7,unigrams; bigrams; trigrams,,,,,
http://www.jstor.org/stable/23040843,Seeing darkly: notes on T.W. Adorno and Samuel Beckett,Hermathena,1986,,article,research-article,jstor,,01/12/1986,141,,http://www.jstor.org/stable/23040843,W.J. McCormack,Trinity College Dublin,eng,22,44,,beckett; adorno; samuel beckett; endgame; minima moralia; seeing darkly; molloy; darkly notes; adorno minima; seeing darkly notes,9144,23,unigrams; bigrams; trigrams,,,,,
ark://27927/phx33p9vt3x,"IV: Political Process: Public Opinion, Attitudes, Parties, Forces, Groups and Elections/Vie Politique: Opinion Publique, Attitudes, Partis, Forces, Groupes et Élections",International Political Science Abstracts,2012,10.1177/002083451206200303,article,abstract,portico,,01/06/2012,3,62,http://doi.org/10.1177/002083451206200303,,SAGE Publications,eng,340,365,,political; see abstr; parties; electoral; elections; election; european; attitudes; social; abr see,39169,26,unigram; bigram; trigram,,,,,
ark://27927/pjb7tr63338,Introduction,A Brief History of Fascist Lies,2022,,chapter,,portico,,01/08/2022,,,,Federico Finchelstein,University of California Press,eng,1,10,,fascist; fascist liesindd; history; racist; fascist lying; racist lies; political; violence; democracy; populism,2941,10,unigram; bigram; trigram,,,,,
ark://27927/phzf3cg20r5,CHAPTER 4: THE POPULIST RADICAL RIGHT AND SOCIAL MOVEMENTS,Political Populism,2017,10.5771/9783845271491-87,chapter,,portico,,26/10/2017,,,https://doi.org/10.5771/9783845271491-87,Reinhard C. Heinisch; Christina Holtz-Bacha; Oscar Mazzoleni,Nomos Verlagsgesellschaft mbH & Co. KG,eng,87,104,,movements; social movements; radical right; parties; populist radical; political; populist radical right; formations; organisations; electoral,9262,18,unigram; bigram; trigram,,,,,
ark://27927/phzjx1ngb73,"The Jews Are ""The New Jews""",Studies in American Jewish Literature,2020,,article,,portico,,17/03/2020,null,39,,Dean Franco,Project MUSE,eng,139,159,,jewishness; new jews; jewish studies; whiteness; racial; erican jew; stallworth; blackness; cultural; capitalism,10372,21,unigram; bigram; trigram,,,,,
ark://27927/phzg2v99wd0,Bibliography,Homelands,2020,,chapter,,portico,,01/01/2020,,,,Nadav G. Shelef,Cornell University Press,eng,,,,international; palestine; politics; nationalism; cambridge; palestine studies; trieste; palestinian; conflict; university,14595,35,unigram; bigram; trigram,,,,,
ark://27927/pgh3pcx123r,"After the Fall: Politics, the Public Use of History and the Historiography of the Italian Communist Party, 1991–2011",Journal of Contemporary History,2014,10.1177/0022009414538470,article,,portico,,01/10/2014,4,49,http://doi.org/10.1177/0022009414538470,Gianluca Fantoni,SAGE Publications,eng,815,836,,togliatti; italian; palmiro togliatti; communist; italian communist; communist party; political; gladio rossa; aga rossi; italian communist party,11888,22,unigram; bigram; trigram,,,,,
ark://27927/pjb2dsw75gd,“Tomorrow belongs to us”: Pathways to Activism in Italian Far-Right Youth Communities,Comparative Studies in Society and History,2022,10.1017/S0010417521000426,article,research-article,portico,,01/01/2022,1,64,http://doi.org/10.1017/S0010417521000426,Agnieszka Pasieka,Cambridge University Press,eng,150,178,,activists; fascist; lealtà azione; francesca; agnieszka pasieka; activism; militants; italian; movements; commemoration,14098,29,unigram; bigram; trigram,,,,,
ark://27927/pjbfnh93f2h,Notes,Against Redemption,2022,,chapter,,portico,,01/01/2022,,,,"Baldasso, Franco",Fordham University Press,eng,,,,malaparte; curzio malaparte; moravia; alberto moravia; italian; turin einaudi; fascismo; bollati boringhieri; milan bompiani; fascist,36168,56,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/j.ctv1jf2c49.3,INTRODUCTION:,Trickbox of Memory: Essays on Power and Disorderly Pasts,2020,,chapter,introduction,jstor,,01/01/2020,,,http://www.jstor.org/stable/j.ctv1jf2c49.3,Rosalie Metro; Felicitas Macgilchrist; Felicitas Macgilchrist; Rosalie Metro,Punctum Books,eng,11,18,,memory; memory studies; reconceiving binaries; beyond memory; rothberg; teamwork vicarious; rosalie metro; disorderly pasts; fascism; rothberg memory,2093,7,unigrams; bigrams; trigrams; fullText,,,,,
http://www.jstor.org/stable/j.ctv24w62hm,A Horizon of (Im)possibilities,,2021,,book,book,jstor,,01/01/2021,,,http://www.jstor.org/stable/j.ctv24w62hm,Katerina Hatzikidi; Eduardo Dullo,University of London Press,eng,,,London,communities; quilombos; rights; indigenous; land regularisation; territories; denied recognition; agrarian reform; brazilian; federal,101038,,unigrams; bigrams; trigrams; fullText,,,,,
ark://27927/pgg22cwjp0q,"Challenging environments: Danger, resilience and the aid industry",Security Dialogue,2012,10.1177/0967010612457975,article,research-article,portico,,01/10/2012,5,43,http://doi.org/10.1177/0967010612457975,Mark Duffield,SAGE Publications,eng,475,492,,security; resilience; humanitarian; aid workers; duffield; aid industry; aid agencies; international; liberal interventionism; modernist,12854,18,unigram; bigram; trigram,,,,,
ark://27927/phzcv2k50w3,Racism and Media,SAGE KNOWLEDGE,2019,10.4135/9781529714791,book,,portico,,01/01/2019,,,http://doi.org/10.4135/9781529714791,Gavan Titley,SAGE Publications,eng,,,,racism; cartoon; charlie hebdo; postracial; political; racism everywhere; public; racialized; everywhere and nowhere; communicative,92367,249,unigram; bigram; trigram,,,,,
ark://27927/phzgdhxv68w,‘MAN KANN DER VERANTWORTUNG NICHT ENTRINNEN’: REMEMBERING ROSENSTRASSE SEVENTY‐FIVE YEARS ON,German Life and Letters,2020,10.1111/glal.12273,article,,portico,,01/07/2020,3,73,http://doi.org/10.1111/glal.12273,Hilary Potter; Issue Editor: Anna Saunders,"John Wiley & Sons, Inc.",eng,383,400,,anniversary; remembering; protest; hilary potter; petra pau; fabrik aktion; fifth anniversary; wiley sons; editorial board; speech,8380,18,unigram; bigram; trigram,,,,,
ark://27927/pbd1r2w7m5w,Bibliography,Transnational Neofascism in France and Italy,2015,10.1017/CBO9781139344449.010,chapter,,portico,,01/01/2015,,,https://doi.org/10.1017/CBO9781139344449.010,Andrea Mammone,Cambridge University Press,eng,250,270,,destra; nuova destra; fascism; droite; settimo sigillo; movimento sociale; france; nouvelle droite; extreme right; europe,7129,21,unigram; bigram; trigram,,,,,
ark://27927/pbd939fqhz,9 Bodies Count: The Sixties Body in American Politics,The Long 1968,2013,,chapter,,portico,,01/01/2013,,,,ROBERT O. SELF,Indiana University Press,eng,239,269,,bodies; violence; sexual; nonviolent; liberationists; women’s liberationists; activists; american; bodies count; abortion,14621,31,unigram; bigram; trigram,,,,,
ark://27927/pbd6gmwq3f,References,India WorkingIndia Working,2009,10.1017/CBO9780511754319.016,chapter,,portico,,01/01/2009,,,https://doi.org/10.1017/CBO9780511754319.016,Barbara Harriss-White,Cambridge University Press,eng,272,303,,new delhi; harriss; harriss white; political weekly; development; economic; indian; oxford; labour; eds harriss,12883,32,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/25834579,NEO ANTI-SEMITISM IN TODAY'S ITALY,Jewish Political Studies Review,2003,,article,research-article,jstor,,01/10/2003,03-Apr,15,http://www.jstor.org/stable/25834579,Sergio I. Minerbi,Jerusalem Center for Public Affairs,eng,111,139,,israel; semitism; romano; neo anti; jewish; palestinian; neo anti semitism; todays italy; italian; sergio,11656,29,unigrams; bigrams; trigrams,,,,,
ark://27927/phzg3m03bft,Trumpism:,Digital Demagogue,2018,10.2307/j.ctt21215dw.8,chapter,,portico,,20/02/2018,,,https://doi.org/10.2307/j.ctt21215dw.8,Christian Fuchs,Pluto Press,eng,81,164,,digital demagogue; donald trump; companies; golf club; billion; accessed; capital; income; persecutory anxiety; capitalist,28840,84,unigram; bigram; trigram,,,,,
ark://27927/phx2s0sss24,Challenging Parties and Anti-Fascism in the Name of Democracy: The Fronte dell'Uomo Qualunque and its Impact on Italy's Republic,Contemporary European History,2016,10.1017/S0960777316000163,article,,portico,,05/04/2016,1,26,http://doi.org/10.1017/S0960777316000163,PEPIJN CORDUWENER,Cambridge University Press,eng,69,84,,fascism; dell’uomo qualunque; qualunque; political; giannini; parties; democracy; fronte dell’uomo; fronte dell’uomo qualunque; democrazia cristiana,8266,16,unigram; bigram; trigram,,,,,
ark://27927/pjbfnh93dnc,Introduction: Ruins and Debris of a Contested History,Against Redemption,2022,,chapter,,portico,,01/01/2022,,,,"Baldasso, Franco",Fordham University Press,eng,,,,italian; fascist; introduction ruins; contested history; postwar; early postwar; ruins and debris; malaparte; political; redemption,13002,26,unigram; bigram; trigram,,,,,
ark://27927/pjbj14gjk2r,Bibliography,Feeding Fascism,2021,,chapter,,portico,,01/01/2021,,,,"Garvin, Diana",University of Toronto Press,eng,,,,casa bella; fascist italy; cucina; maternità; rome istituto; infanzia; cucina italiana; storia; turin einaudi; nazionale,11157,16,unigram; bigram; trigram,,,,,
ark://27927/pjbgkh7c7k7,UNESCO's Tensions Project (1947–1957) on India and Israel: Peace research in an era of decolonization,Peace & Change,2023,10.1111/pech.12619,article,article,portico,,01/07/2023,3,48,http://doi.org/10.1111/pech.12619,Clemens Six,"John Wiley & Sons, Inc.",eng,183,204,,tensions project; unesco; social; israel; peace research; research; social sciences; political; postcolonial societies; johan galtung,16758,22,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/48610447,Elusive Proteus,Communist and Post-Communist Studies,2015,,article,research-article,jstor,,01/06/2015,02-Mar,48,http://www.jstor.org/stable/48610447,Ivan Gomza,University of California Press,eng,195,207,,ouns ideology; fascist; ukrainian; political; ideological; political concepts; concepts; cognizing subject; interpretative schema; ideological metamorphosis,11957,13,unigrams; bigrams; trigrams,,,,,
ark://27927/phz937z4txj,The case of Italy: Between tradition and Modernity,Academicus International Scientific Journal,2014,,article,,portico,,19/09/2014,null,Special,,Franco Ferrarotti,Academicus - International Scientific Journal,eng,97,139,,italian; power franco; culture politics; europe; intellectuals; political; social; franco ferrarotti; tradition and modernity; modernity,20774,43,unigram; bigram; trigram,,,,,
ark://27927/pgg1dfc5rmx,Anti‐immigrant Parties in Europe: Ideological or Protest Vote?,European Journal of Political Research,2000,10.1111/1475-6765.00505,article,,portico,,01/01/2000,1,37,http://doi.org/10.1111/1475-6765.00505,JEAN TILLIE; WOUTER VAN DER BRUG; MEINDERT FENNEMA,"John Wiley & Sons, Inc.",eng,77,102,,immigrant parties; anti immigrant parties; voters; electoral attractiveness; electoral; protest; party preference; voting; fennema; party size,11727,26,unigram; bigram; trigram,,,,,
ark://27927/pjc8j1f0xn,"Political Mutations in Present-Day Russia: Ilya Budraitskis, Ilya Matveev, and Alexei Yurchak in Conversation",Qui Parle: Critical Humanities and Social Sciences,2023,,article,Article,portico,,01/01/2023,2,32,,Ilya Matveev; Zachary Hicks; Ilya Budraitskis; Alexei Yurchak,Project MUSE,eng,429,442,,russia; regime; matveev; ilya matveev; fascism; ukraine; alexei yurchak; yurchak; yurchak political; ideology,6144,14,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/1373239,Circles of Exile: A Response to Professor Forbath,Duke Law Journal,2001,,article,research-article,jstor,,01/10/2001,1,51,http://www.jstor.org/stable/1373239,Garrett Epps,Duke University School of Law,eng,465,471,,citizenship; constitution; immigration; garrett epps; abolitionists; garrisonian abolitionists; new deal; circles; rights; illegal,2860,7,unigrams; bigrams; trigrams,,,,,
